#,Transaction_ID,Officer_ID,Officer_Name,Site_ID,Site_Name,Site_Location,Activity_ID,Activity_Type,Activity_Description,Activity_Duration,Equipment_Used,Use_More_Than_Five_Equipments,Pollution_Level_Detected,Compliance_Status,Community_Feedback_Rating,Office_Location,Incentive_Received,Compliance_Target_Achieved,Price_ID,Monitoring_Date,Price,Total
3684,4688,9,Vicky Turner,569,Croudace Bay Park,"Cottesloe Beach, Perth, WA 6011",1,Water Quality Test,Description 45,5.60,15,true,425.59,Compliant,5,Perth,No,No,6C87DC5B-A00C-458F-9B55-0244081A46E1,2022-08-03,252.88,3793.20
3685,3450,7,Laura Clark,218,Watagan Mountains,"Lake Burley Griffin, Canberra, ACT 2600",4,Air Quality Check,Description 119,3.34,18,true,72.48,Compliant,2,Canberra,No,No,E644CDBF-1B20-458C-BBAE-0303454432C6,2022-01-28,420.99,7577.82
3686,4055,13,Jane White,421,Heaton State Forest,"Lake Burley Griffin, Canberra, ACT 2600",3,Noise Level Measurement,Description 18,6.72,5,false,269.06,Compliant,3,Canberra,No,No,57434E61-CCE9-4900-B6FE-15E838FEBA70,2022-08-19,147.85,739.25
3687,3806,12,Beth Smith,517,Jesmond Park,"Salamanca Place, Hobart, TAS 7000",4,Air Quality Check,Description 20,5.48,1,false,358.22,Compliant,2,Hobart,Yes,Yes,AB065E79-B5A9-4078-B63D-013DA616D305,2022-12-07,404.55,404.55
3688,4434,20,Kate Harris,11,Newcastle Beach,"St Kilda Road, Melbourne, VIC 3004",2,Soil Quality Test,Description 3,1.05,7,true,99.85,Non-Compliant,1,Melbourne,Yes,Yes,C3958499-4A70-4CAD-B5C8-184057D9C9D4,2022-08-18,421.75,2952.25
3689,3300,5,Yvonne Cook,151,Mount Sugarloaf,"Rundle Mall, Adelaide, SA 5000",3,Noise Level Measurement,Description 5,2.79,4,false,457.43,Compliant,3,Adelaide,No,No,98D339BD-3513-49EC-B07A-2306C2B424AA,2022-11-24,288.51,1154.04
3690,3517,15,Hannah Moore,167,Warners Bay Foreshore,"Federation Square, Melbourne, VIC 3000",4,Air Quality Check,Description 128,7.65,5,false,229.74,Non-Compliant,2,Melbourne,Yes,No,61FBE477-2D9A-4CAB-BB95-00AEF3EA7D94,2022-10-01,370.66,1853.30
3691,3340,16,Olivia Hall,270,Mount Sugarloaf,"Mount Sugarloaf Road, West Wallsend, NSW 2286",3,Noise Level Measurement,Description 132,5.61,1,false,408.10,Compliant,5,Gold Coast,Yes,No,DB586991-135D-41E1-9EB1-16E522C5C6CD,2022-05-07,295.69,295.69
3692,4772,29,Catherine Lee,139,Redhead Beach,"Queen Street Mall, Brisbane, QLD 4000",4,Air Quality Check,Description 108,3.75,12,true,422.43,Non-Compliant,3,Brisbane,No,No,38C59606-2F1B-4058-98EA-15CF057EEF63,2022-07-08,301.90,3622.80
3693,3613,29,Catherine Lee,570,Merewether Beach,"Queen Street Mall, Brisbane, QLD 4000",2,Soil Quality Test,Description 134,3.12,10,true,239.12,Non-Compliant,4,Brisbane,No,No,9FA0BA13-976D-41A0-98DB-044EFC865093,2022-07-25,190.63,1906.30
3694,2056,20,Kate Harris,350,Richley Reserve,"Federation Square, Melbourne, VIC 3000",3,Noise Level Measurement,Description 108,5.58,9,true,350.91,Non-Compliant,2,Melbourne,Yes,No,4EB572C5-288F-42E2-A86A-1613BE946B38,2022-11-05,186.52,1678.68
3695,3453,19,Alice Johnson,540,King Edward Park,"Reserve Road, Newcastle, NSW 2300",1,Water Quality Test,Description 95,2.33,5,false,478.42,Compliant,5,Sydney,Yes,No,98D339BD-3513-49EC-B07A-2306C2B424AA,2022-11-24,288.51,1442.55
3696,107,12,Beth Smith,472,Merewether Beach,"Circular Quay, Sydney, NSW 2000",3,Noise Level Measurement,Description 51,2.12,10,true,212.08,Compliant,3,Sydney,Yes,No,316F33DE-B418-49F8-B682-0D01F8DB511C,2022-12-08,385.57,3855.70
3697,1124,26,Uma Allen,148,Awaba State Forest,"Surfers Paradise Beach, Gold Coast, QLD 4217",2,Soil Quality Test,Description 159,2.84,2,false,384.53,Compliant,2,Gold Coast,Yes,No,AA198C9D-DBA2-4D3B-9891-24B26D3E0D6A,2022-06-08,245.27,490.54
3698,4256,9,Vicky Turner,297,Mount Sugarloaf,"Broadbeach, Gold Coast, QLD 4218",2,Soil Quality Test,Description 3,5.31,15,true,236.23,Compliant,4,Gold Coast,Yes,No,373F70FC-B91C-423E-BCB1-07AC108F7D25,2022-08-15,496.60,7449.00
3699,1008,10,Samantha Wright,517,Jesmond Park,"Salamanca Place, Hobart, TAS 7000",3,Noise Level Measurement,Description 132,2.75,6,true,303.90,Compliant,5,Hobart,No,No,4EB572C5-288F-42E2-A86A-1613BE946B38,2022-11-05,186.52,1119.12
3700,2087,15,Hannah Moore,170,King Edward Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",3,Noise Level Measurement,Description 38,1.13,3,false,365.11,Compliant,3,Gold Coast,No,No,9D160974-888F-48D1-9EF9-2603ECA60A00,2022-10-20,395.41,1186.23
3701,1426,21,Xena Perez,32,Mount Sugarloaf,"Mindil Beach, Darwin, NT 0820",2,Soil Quality Test,Description 114,5.75,9,true,494.17,Non-Compliant,2,Darwin,Yes,Yes,BC39FC3D-8CB1-4316-9842-0E4B5E371EDE,2022-08-26,143.86,1294.74
3702,4132,14,Natalie Walker,66,Braye Park,"South Bank, Brisbane, QLD 4101",4,Air Quality Check,Description 160,1.93,3,false,259.48,Non-Compliant,5,Brisbane,Yes,No,4788037F-0891-4480-829C-006C570BADC6,2022-04-18,390.69,1172.07
3703,613,23,Ella Brown,461,Glenrock State Conservation Area,"Salamanca Place, Hobart, TAS 7000",1,Water Quality Test,Description 125,3.34,12,true,498.60,Compliant,5,Hobart,Yes,Yes,F5933AD5-C62D-473E-BDB0-019F029D7CC7,2022-07-05,152.27,1827.24
3704,917,16,Olivia Hall,471,Hunter Wetlands Centre,"Surfers Paradise Beach, Gold Coast, QLD 4217",3,Noise Level Measurement,Description 195,3.27,18,true,428.23,Non-Compliant,2,Gold Coast,No,No,BBC1B93A-08A9-4E5E-8BF8-0C88AF34321F,2022-08-01,344.96,6209.28
3705,4610,2,Tina Scott,384,Speers Point Park,"Queen Street Mall, Brisbane, QLD 4000",3,Noise Level Measurement,Description 129,7.54,9,true,413.89,Compliant,4,Brisbane,Yes,No,700C2B79-067B-4F61-A4EA-01D67650EB87,2022-05-03,397.21,3574.89
3706,904,12,Beth Smith,521,Braye Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",1,Water Quality Test,Description 161,1.85,1,false,480.62,Non-Compliant,2,Gold Coast,No,No,1636C0FB-9D37-48A9-8DDF-24ECF53FE040,2022-07-11,298.63,298.63
3707,4742,8,Zoe Ward,561,Glenrock State Conservation Area,"Parliament House, Canberra, ACT 2600",4,Air Quality Check,Description 92,4.68,17,true,160.19,Non-Compliant,1,Canberra,No,No,D99CBE64-179F-474A-AABA-23B418DAF3FA,2022-02-21,413.99,7037.83
3708,2962,1,Megan Lewis,218,Watagan Mountains,"Lake Burley Griffin, Canberra, ACT 2600",3,Noise Level Measurement,Description 65,4.92,10,true,370.12,Non-Compliant,5,Canberra,No,No,C729107F-A04A-4315-B0E7-0CEC1EBFA79B,2022-07-04,238.49,2384.90
3709,1284,25,Isabella Thompson,562,King Edward Park,"Broadbeach, Gold Coast, QLD 4218",2,Soil Quality Test,Description 91,7.18,19,true,477.48,Non-Compliant,5,Gold Coast,Yes,No,D6DA4F08-182A-4B9C-84BB-1899F9C41FEC,2022-03-01,329.91,6268.29
3710,204,24,Wendy Mitchell,397,Awaba State Forest,"Circular Quay, Sydney, NSW 2000",1,Water Quality Test,Description 15,5.54,1,false,244.37,Non-Compliant,4,Sydney,Yes,Yes,2822B7A9-D6D4-45C5-9122-015B46D19B97,2022-09-01,332.03,332.03
3711,3307,26,Uma Allen,207,Croudace Bay Park,"St Kilda Road, Melbourne, VIC 3004",3,Noise Level Measurement,Description 148,1.47,13,true,68.91,Non-Compliant,2,Melbourne,No,No,33FC715C-DE75-4AB2-B8AD-0D7B318B7E23,2022-04-19,151.83,1973.79
3712,3834,27,Fiona Wilson,525,Speers Point Park,"Glenelg Beach, Adelaide, SA 5045",3,Noise Level Measurement,Description 154,2.20,15,true,411.43,Compliant,2,Adelaide,Yes,No,4828D3BF-8925-4D82-BF4B-1714E27679F8,2022-01-17,195.62,2934.30
3713,3327,26,Uma Allen,271,Nobbys Beach,"Shortland Esplanade, Newcastle, NSW 2300",4,Air Quality Check,Description 119,6.50,17,true,152.00,Non-Compliant,4,Newcastle,Yes,No,9DDE9210-07DC-4570-97A1-055748287F6A,2022-09-28,363.00,6171.00
3714,3077,1,Megan Lewis,177,Redhead Beach,"Darwin Waterfront, Darwin, NT 0800",4,Air Quality Check,Description 57,5.93,19,true,119.03,Compliant,5,Darwin,No,No,CEE01ED8-92E5-458A-B627-178A59C0BB99,2022-01-01,330.54,6280.26
3715,1513,6,Grace Jones,370,Blackbutt Nature Reserve,"Federation Square, Melbourne, VIC 3000",4,Air Quality Check,Description 90,7.53,3,false,292.30,Compliant,1,Melbourne,Yes,No,26AA9C72-32C3-4DC7-A96A-01BC1AAA1090,2022-03-30,379.41,1138.23
3716,2429,6,Grace Jones,91,Waratah Park,"Parliament House, Canberra, ACT 2600",4,Air Quality Check,Description 103,2.68,6,true,128.22,Non-Compliant,4,Canberra,Yes,Yes,57A0EDB0-6673-4EEC-B33D-024202A74F14,2022-06-16,198.99,1193.94
3717,940,24,Wendy Mitchell,247,Nobbys Beach,"Kings Park, Perth, WA 6005",2,Soil Quality Test,Description 143,2.64,2,false,117.11,Non-Compliant,4,Perth,Yes,Yes,4DBF2949-F0DB-4367-A4BF-32241E78BCFD,2022-01-13,235.55,471.10
3718,2517,13,Jane White,190,Glenrock State Conservation Area,"Mount Wellington, Hobart, TAS 7054",1,Water Quality Test,Description 98,3.49,19,true,443.29,Non-Compliant,4,Hobart,Yes,No,0DB8F758-1008-4579-A61D-0C95517E592D,2022-09-30,134.54,2556.26
3719,4806,10,Samantha Wright,159,Richley Reserve,"South Bank, Brisbane, QLD 4101",3,Noise Level Measurement,Description 73,4.88,20,true,6.19,Compliant,4,Brisbane,Yes,No,1B412087-6676-44EC-B0DA-0D0BBC02BA88,2022-05-06,163.27,3265.40
3720,1817,11,Paula Young,137,Speers Point Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",1,Water Quality Test,Description 147,6.49,20,true,27.43,Non-Compliant,2,Gold Coast,No,No,F5933AD5-C62D-473E-BDB0-019F029D7CC7,2022-07-05,152.27,3045.40
3721,3648,29,Catherine Lee,394,Awaba State Forest,"South Bank, Brisbane, QLD 4101",3,Noise Level Measurement,Description 39,6.86,16,true,207.88,Non-Compliant,5,Brisbane,Yes,No,D61042CC-AA04-4B68-A932-016A80B5A0B4,2022-10-27,144.98,2319.68
3722,1950,13,Jane White,101,Belmont Wetlands State Park,"Reserve Road, Newcastle, NSW 2300",4,Air Quality Check,Description 127,2.73,10,true,480.08,Non-Compliant,4,Sydney,Yes,No,C844C12A-A058-45EF-8156-176A43C0E51F,2022-03-29,415.42,4154.20
3723,1540,25,Isabella Thompson,224,Croudace Bay Park,"Salamanca Place, Hobart, TAS 7000",1,Water Quality Test,Description 198,1.93,16,true,492.65,Compliant,1,Hobart,Yes,No,D3CBAB09-CFE3-439D-B29A-1A1DEE156A6E,2022-01-11,387.20,6195.20
3724,3258,16,Olivia Hall,410,Jesmond Park,"John Parade, Merewether, NSW 2291",4,Air Quality Check,Description 157,6.30,10,true,174.89,Non-Compliant,4,Newcastle,Yes,No,55E41960-3938-4B4F-8654-0DC2E7FD5DCB,2022-10-12,323.41,3234.10
3725,3702,27,Fiona Wilson,30,Belmont Wetlands State Park,"Broadbeach, Gold Coast, QLD 4218",4,Air Quality Check,Description 196,2.34,3,false,277.26,Compliant,2,Gold Coast,No,No,0E2DEE39-B9FE-425D-BFCB-00CE9E3B4853,2022-10-19,330.13,990.39
3726,116,8,Zoe Ward,389,Waratah Park,"St Kilda Road, Melbourne, VIC 3004",1,Water Quality Test,Description 99,4.65,3,false,53.60,Compliant,3,Melbourne,Yes,No,B7BE95D4-EA90-439A-93F7-0076E2A536DE,2022-02-16,410.64,1231.92
3727,2061,8,Zoe Ward,275,Braye Park,"Queen Street Mall, Brisbane, QLD 4000",4,Air Quality Check,Description 176,4.59,20,true,496.96,Non-Compliant,5,Brisbane,No,No,7F8AA10A-BB93-48C1-ADBC-084561A5060B,2022-08-09,144.59,2891.80
3728,3825,1,Megan Lewis,218,Watagan Mountains,"Lake Burley Griffin, Canberra, ACT 2600",1,Water Quality Test,Description 32,5.29,1,false,340.29,Compliant,3,Canberra,No,No,03BF818B-B77A-4C1E-A843-0070B506846B,2022-06-12,496.32,496.32
3729,1405,9,Vicky Turner,287,Jesmond Park,"Darwin Waterfront, Darwin, NT 0800",3,Noise Level Measurement,Description 55,2.60,16,true,45.59,Compliant,3,Darwin,No,No,49A6D2E9-276C-471C-920D-3D244B1EDFD9,2022-04-24,242.30,3876.80
3730,1966,26,Uma Allen,97,Lambton Park,"Mindil Beach, Darwin, NT 0820",1,Water Quality Test,Description 178,6.34,17,true,102.22,Compliant,5,Darwin,No,No,E8814B41-8747-4402-BA79-249A38126C28,2022-07-28,292.63,4974.71
3731,4165,10,Samantha Wright,315,Nobbys Beach,"Cottesloe Beach, Perth, WA 6011",1,Water Quality Test,Description 13,7.90,3,false,253.99,Compliant,4,Perth,No,No,2CA2F345-5543-43D4-A525-01E98666B107,2022-01-19,364.99,1094.97
3732,852,4,Diana Taylor,471,Hunter Wetlands Centre,"Surfers Paradise Beach, Gold Coast, QLD 4217",2,Soil Quality Test,Description 182,3.03,18,true,98.95,Compliant,1,Gold Coast,No,No,700C2B79-067B-4F61-A4EA-01D67650EB87,2022-05-03,397.21,7149.78
3733,3559,21,Xena Perez,388,Lambton Park,"Rundle Mall, Adelaide, SA 5000",4,Air Quality Check,Description 4,5.43,15,true,427.35,Compliant,5,Adelaide,Yes,Yes,A05E5E65-CD08-4F7E-AC96-0D029C68E6C6,2022-08-07,155.34,2330.10
3734,2610,2,Tina Scott,409,Awaba State Forest,"Darling Harbour, Sydney, NSW 2000",1,Water Quality Test,Description 110,2.49,18,true,330.30,Non-Compliant,2,Sydney,No,No,971B9577-BC7F-408E-B6E6-351007558A1D,2022-02-15,154.65,2783.70
3735,865,14,Natalie Walker,356,Newcastle Beach,"Salamanca Place, Hobart, TAS 7000",1,Water Quality Test,Description 166,5.46,7,true,346.63,Compliant,3,Hobart,Yes,No,4F620F81-70A2-4B1F-9A20-0D0ACFFD6EE1,2022-10-29,154.65,1082.55
3736,1346,15,Hannah Moore,362,Jesmond Park,"Parliament House, Canberra, ACT 2600",1,Water Quality Test,Description 116,4.62,20,true,197.93,Non-Compliant,4,Canberra,No,No,57434E61-CCE9-4900-B6FE-15E838FEBA70,2022-08-19,147.85,2957.00
3737,1152,27,Fiona Wilson,412,Croudace Bay Park,"John Parade, Merewether, NSW 2291",1,Water Quality Test,Description 126,4.81,8,true,108.85,Compliant,3,Newcastle,No,No,B5F035CE-7839-4057-9AD9-3D8E2690D756,2022-11-03,190.09,1520.72
3738,1529,10,Samantha Wright,350,Richley Reserve,"Federation Square, Melbourne, VIC 3000",4,Air Quality Check,Description 162,1.52,1,false,407.48,Compliant,5,Melbourne,Yes,Yes,5455B4DA-86A0-416D-A2FB-176ABB3E14DA,2022-02-01,294.23,294.23
3739,2391,11,Paula Young,527,Watagan Mountains,"Federation Square, Melbourne, VIC 3000",4,Air Quality Check,Description 177,7.27,16,true,317.21,Compliant,5,Melbourne,No,No,E445168A-6F39-4B7D-ADF3-0D5828CA2924,2022-09-27,183.50,2936.00
3740,664,13,Jane White,137,Speers Point Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",3,Noise Level Measurement,Description 148,7.30,2,false,83.76,Compliant,2,Gold Coast,Yes,No,855990A6-8378-4186-B39B-18905CFFC870,2022-12-28,144.87,289.74
3741,3394,20,Kate Harris,238,King Edward Park,"Mindil Beach, Darwin, NT 0820",2,Soil Quality Test,Description 57,5.56,12,true,58.47,Compliant,2,Darwin,No,No,FF1F0BE5-1EBE-4EC5-B5FA-250370CDB181,2022-06-11,368.22,4418.64
3742,2732,16,Olivia Hall,180,Charlestown Park,"Salamanca Place, Hobart, TAS 7000",1,Water Quality Test,Description 107,1.40,6,true,54.96,Non-Compliant,1,Hobart,No,No,BF866BAA-0903-4EEA-BB5D-23E9F1F5493F,2022-08-20,484.75,2908.50
3743,4767,29,Catherine Lee,296,Croudace Bay Park,"Brooks Parade, Belmont, NSW 2280",3,Noise Level Measurement,Description 174,7.33,14,true,305.71,Non-Compliant,2,Perth,No,No,3C1366B9-2B45-4308-83A2-0295CBB6B43D,2022-02-14,325.81,4561.34
3744,327,12,Beth Smith,131,Hunter Wetlands Centre,"South Bank, Brisbane, QLD 4101",3,Noise Level Measurement,Description 52,2.51,13,true,270.61,Compliant,3,Brisbane,Yes,No,373F70FC-B91C-423E-BCB1-07AC108F7D25,2022-08-15,496.60,6455.80
3745,4616,14,Natalie Walker,262,Glenrock State Conservation Area,"Cottesloe Beach, Perth, WA 6011",4,Air Quality Check,Description 123,4.09,5,false,416.38,Compliant,4,Perth,Yes,Yes,9DDE9210-07DC-4570-97A1-055748287F6A,2022-09-28,363.00,1815.00
3746,591,24,Wendy Mitchell,246,Hunter Wetlands Centre,"Rundle Mall, Adelaide, SA 5000",2,Soil Quality Test,Description 57,6.06,7,true,462.54,Compliant,1,Adelaide,No,No,855990A6-8378-4186-B39B-18905CFFC870,2022-12-28,144.87,1014.09
3747,3326,5,Yvonne Cook,508,Awaba State Forest,"Broadbeach, Gold Coast, QLD 4218",2,Soil Quality Test,Description 187,5.57,13,true,387.75,Non-Compliant,2,Gold Coast,Yes,No,72B981C5-8719-4132-B11F-01F51BA46976,2022-09-25,206.88,2689.44
3748,2746,15,Hannah Moore,133,Heaton State Forest,"Darwin Waterfront, Darwin, NT 0800",3,Noise Level Measurement,Description 126,4.93,2,false,292.02,Non-Compliant,2,Darwin,No,No,A00350E8-6B10-4971-943C-159A03C72782,2022-02-03,260.46,520.92
3749,5000,29,Catherine Lee,31,Hunter Wetlands Centre,"Queen Street Mall, Brisbane, QLD 4000",2,Soil Quality Test,Description 150,7.83,20,true,122.71,Non-Compliant,2,Brisbane,Yes,No,3E15F0D4-1ACC-498B-B2BC-33093D5490F1,2022-07-17,101.35,2027.00
3750,490,12,Beth Smith,459,Redhead Beach,"Mindil Beach, Darwin, NT 0820",4,Air Quality Check,Description 23,5.51,14,true,126.88,Non-Compliant,5,Darwin,No,No,0F4623B1-00E8-4FDE-9831-0C8EBB7AEB5D,2022-06-15,252.27,3531.78
3751,2184,6,Grace Jones,450,Hunter Wetlands Centre,"Glenelg Beach, Adelaide, SA 5045",1,Water Quality Test,Description 152,4.57,20,true,453.15,Compliant,4,Adelaide,No,No,77899BBB-FE5C-4475-B502-04966622FFD6,2022-12-04,470.10,9402.00
3752,1303,18,Rachel King,96,Braye Park,"Broadbeach, Gold Coast, QLD 4218",3,Noise Level Measurement,Description 21,5.65,8,true,39.00,Non-Compliant,5,Gold Coast,Yes,Yes,AA198C9D-DBA2-4D3B-9891-24B26D3E0D6A,2022-06-08,245.27,1962.16
3753,1128,24,Wendy Mitchell,56,Newcastle Beach,"Lake Burley Griffin, Canberra, ACT 2600",1,Water Quality Test,Description 156,4.20,10,true,93.08,Non-Compliant,4,Canberra,Yes,Yes,6274B1B2-3F39-42F0-9739-0052FA197CD0,2022-08-10,415.65,4156.50
3754,3006,4,Diana Taylor,395,King Edward Park,"Darling Harbour, Sydney, NSW 2000",1,Water Quality Test,Description 58,3.29,13,true,403.67,Compliant,4,Sydney,No,No,21C2D572-9E0B-481F-96B2-182C53B3E699,2022-03-07,422.03,5486.39
3755,4675,13,Jane White,457,Speers Point Park,"Park Road, Speers Point, NSW 2284",1,Water Quality Test,Description 133,5.07,13,true,10.30,Non-Compliant,4,Brisbane,Yes,Yes,B532E667-269B-416A-9EE7-1A25662303E2,2022-03-26,284.90,3703.70
3756,573,16,Olivia Hall,577,Belmont Wetlands State Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",2,Soil Quality Test,Description 198,4.03,8,true,74.79,Non-Compliant,1,Gold Coast,No,No,FF1F0BE5-1EBE-4EC5-B5FA-250370CDB181,2022-06-11,368.22,2945.76
3757,966,25,Isabella Thompson,385,Merewether Beach,"South Bank, Brisbane, QLD 4101",2,Soil Quality Test,Description 106,2.53,7,true,242.17,Compliant,2,Brisbane,Yes,No,D99CBE64-179F-474A-AABA-23B418DAF3FA,2022-02-21,413.99,2897.93
3758,3767,1,Megan Lewis,209,Belmont Wetlands State Park,"Circular Quay, Sydney, NSW 2000",3,Noise Level Measurement,Description 92,3.25,1,false,297.89,Non-Compliant,4,Sydney,Yes,Yes,98D339BD-3513-49EC-B07A-2306C2B424AA,2022-11-24,288.51,288.51
3759,3636,8,Zoe Ward,444,Richley Reserve,"Mount Wellington, Hobart, TAS 7054",3,Noise Level Measurement,Description 115,4.23,3,false,29.82,Non-Compliant,4,Hobart,No,No,046B31B0-6168-44A3-919A-1512E0B16206,2022-02-19,181.27,543.81
3760,2814,27,Fiona Wilson,222,Awaba State Forest,"Mindil Beach, Darwin, NT 0820",2,Soil Quality Test,Description 90,6.62,4,false,21.55,Non-Compliant,4,Darwin,No,No,55E6751A-20AA-4570-9761-2406C7A882B3,2022-05-16,181.35,725.40
3761,4672,20,Kate Harris,422,King Edward Park,"Queen Street Mall, Brisbane, QLD 4000",4,Air Quality Check,Description 143,4.86,1,false,147.32,Non-Compliant,4,Brisbane,No,No,CEE91880-89B9-44C1-91D1-0043348F3B70,2022-04-22,349.69,349.69
3762,3400,14,Natalie Walker,121,Charlestown Park,"Queen Street Mall, Brisbane, QLD 4000",4,Air Quality Check,Description 56,5.04,10,true,318.83,Non-Compliant,2,Brisbane,Yes,No,217C2FB7-260B-4527-BD93-0D5124A0E833,2022-08-30,283.31,2833.10
3763,4004,4,Diana Taylor,118,Nobbys Beach,"Salamanca Place, Hobart, TAS 7000",1,Water Quality Test,Description 37,2.57,2,false,122.07,Compliant,1,Hobart,Yes,No,700C2B79-067B-4F61-A4EA-01D67650EB87,2022-05-03,397.21,794.42
3764,3352,15,Hannah Moore,457,Speers Point Park,"Park Road, Speers Point, NSW 2284",1,Water Quality Test,Description 25,4.80,13,true,300.76,Non-Compliant,3,Brisbane,No,No,C2635F45-6712-418A-A073-0031B23A7917,2022-03-12,410.80,5340.40
3765,1186,7,Laura Clark,403,Blackbutt Nature Reserve,"Cottesloe Beach, Perth, WA 6011",2,Soil Quality Test,Description 52,1.92,5,false,185.78,Non-Compliant,3,Perth,No,No,D99CBE64-179F-474A-AABA-23B418DAF3FA,2022-02-21,413.99,2069.95
3766,2045,13,Jane White,243,Braye Park,"Darwin Waterfront, Darwin, NT 0800",3,Noise Level Measurement,Description 149,3.37,15,true,446.22,Non-Compliant,3,Darwin,No,No,F5E8022E-7C41-46BC-BA45-19EFC0DFD540,2022-07-03,401.72,6025.80
3767,3191,8,Zoe Ward,186,Mount Sugarloaf,"Surfers Paradise Beach, Gold Coast, QLD 4217",3,Noise Level Measurement,Description 191,5.29,19,true,68.75,Non-Compliant,4,Gold Coast,No,No,F0049763-A2C0-495F-90BC-000E083A028D,2022-01-16,147.60,2804.40
3768,846,21,Xena Perez,387,Speers Point Park,"Darwin Waterfront, Darwin, NT 0800",2,Soil Quality Test,Description 12,5.68,14,true,258.76,Non-Compliant,3,Darwin,Yes,No,6C87DC5B-A00C-458F-9B55-0244081A46E1,2022-08-03,252.88,3540.32
3769,820,4,Diana Taylor,221,Mount Sugarloaf,"South Bank, Brisbane, QLD 4101",4,Air Quality Check,Description 171,4.19,4,false,349.62,Non-Compliant,5,Brisbane,Yes,Yes,0596832F-3C52-4AC6-8AA5-01E3FEC6FCE8,2022-05-02,458.83,1835.32
3770,3505,12,Beth Smith,577,Belmont Wetlands State Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",2,Soil Quality Test,Description 38,2.66,1,false,195.04,Compliant,2,Gold Coast,Yes,No,F3049275-B902-4597-B4B2-003FF31A6476,2022-10-02,235.52,235.52
3771,1835,15,Hannah Moore,516,Merewether Beach,"Darling Harbour, Sydney, NSW 2000",4,Air Quality Check,Description 17,4.89,11,true,175.11,Non-Compliant,3,Sydney,No,No,D35438A1-73D8-445C-A63C-018322D7869F,2022-12-23,367.65,4044.15
3772,3900,2,Tina Scott,267,Watagan Mountains,"Kings Park, Perth, WA 6005",3,Noise Level Measurement,Description 106,5.75,14,true,26.53,Non-Compliant,1,Perth,Yes,No,4725C0A3-AF66-4C89-8CCA-16894BCBE8FB,2022-04-28,293.30,4106.20
3773,855,26,Uma Allen,502,Watagan Mountains,"Cottesloe Beach, Perth, WA 6011",1,Water Quality Test,Description 110,5.73,13,true,391.57,Compliant,4,Perth,No,No,80F8ECFE-AC4C-4AC9-B7F9-02917B104149,2022-12-24,278.79,3624.27
3774,4756,11,Paula Young,228,Toronto Foreshore,"Mindil Beach, Darwin, NT 0820",2,Soil Quality Test,Description 94,4.39,5,false,413.52,Non-Compliant,4,Darwin,No,No,7E50C118-7313-4282-8413-01C8337FAE47,2022-11-17,276.82,1384.10
3775,4813,9,Vicky Turner,507,King Edward Park,"Darwin Waterfront, Darwin, NT 0800",2,Soil Quality Test,Description 95,3.60,17,true,147.60,Non-Compliant,3,Darwin,Yes,No,D4349798-14E3-4883-A9E3-015C14B861ED,2022-05-30,237.80,4042.60
3776,1037,21,Xena Perez,315,Nobbys Beach,"Cottesloe Beach, Perth, WA 6011",1,Water Quality Test,Description 157,3.00,3,false,349.57,Compliant,2,Perth,Yes,No,189FA401-9880-466E-B46D-0190F30E6B8B,2022-09-23,120.48,361.44
3777,1708,26,Uma Allen,228,Toronto Foreshore,"Mindil Beach, Darwin, NT 0820",3,Noise Level Measurement,Description 192,2.19,12,true,384.36,Compliant,4,Darwin,Yes,No,C97294AC-FDD4-44B0-BB2D-106C07E1665A,2022-02-02,202.11,2425.32
3778,2268,14,Natalie Walker,350,Richley Reserve,"Federation Square, Melbourne, VIC 3000",2,Soil Quality Test,Description 135,1.18,3,false,325.40,Non-Compliant,5,Melbourne,Yes,Yes,B53E993F-64EB-4D3F-8455-24FD4101D427,2022-12-26,344.15,1032.45
3779,3185,26,Uma Allen,9,Belmont Wetlands State Park,"South Bank, Brisbane, QLD 4101",2,Soil Quality Test,Description 136,3.09,6,true,253.30,Compliant,5,Brisbane,Yes,Yes,D17EE40F-A8F5-4702-89E7-158EF8ADE8BC,2022-01-22,475.72,2854.32
3780,2727,8,Zoe Ward,438,Warners Bay Foreshore,"Parliament House, Canberra, ACT 2600",3,Noise Level Measurement,Description 7,3.35,6,true,132.48,Non-Compliant,1,Canberra,Yes,Yes,2DB0F6BD-1C2F-4269-AE56-0050FEAC6405,2022-04-16,400.18,2401.08
3781,2981,25,Isabella Thompson,212,Lambton Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",2,Soil Quality Test,Description 152,7.30,2,false,401.57,Non-Compliant,2,Gold Coast,No,No,855990A6-8378-4186-B39B-18905CFFC870,2022-12-28,144.87,289.74
3782,1505,6,Grace Jones,212,Lambton Park,"Surfers Paradise Beach, Gold Coast, QLD 4217",1,Water Quality Test,Description 51,3.80,1,false,451.59,Non-Compliant,4,Gold Coast,Yes,Yes,1FA669B1-D7E7-4EE4-8608-02A11DEABCB8,2022-02-27,442.97,442.97
